Date,Close/Last,Volume,Open,High,Low,Adjust Open,,
05/29/2020,$124.06,9772431,$124.24,$124.705,$121.93,124.24,,
05/28/2020,$123.69,8145973,$123.72,$124.95,$123.16,123.72,,
05/27/2020,$122.48,10357900,$123.97,$124.49,$121.03,123.97,,
05/26/2020,$123.86,7910182,$124.34,$125.51,$123.63,124.34,,
05/22/2020,$124.33,7453162,$125.10,$125.35,$123.77,125.10,,
05/21/2020,$124.99,7482740,$124.89,$126.14,$124.25,124.89,,
05/20/2020,$125.45,10748800,$126.49,$126.59,$124.63,126.49,,
05/19/2020,$124.95,24915440,$131.75,$131.99,$124.81,131.75,,
05/18/2020,$127.66,13035900,$127.50,$128.555,$126.10,127.50,,
05/15/2020,$125.94,10590040,$123.47,$125.94,$123.09,123.47,,
05/14/2020,$123.42,7411006,$124.85,$125.13,$121.3001,124.85,,
05/13/2020,$123.71,9725055,$123.50,$126.24,$123.09,123.50,,
05/12/2020,$123.78,6366725,$124.48,$125.66,$123.78,124.48,,
05/11/2020,$123.67,8447305,$123.04,$124.31,$123.01,123.04,,
05/08/2020,$122.94,6944352,$122.75,$123.01,$121.62,122.75,,
05/07/2020,$121.89,9116180,$123.46,$123.98,$121.50,123.46,,
05/06/2020,$123.30,5769725,$125.21,$125.49,$122.845,125.21,,
05/05/2020,$124.73,6445750,$123.80,$125.26,$123.26,123.80,,
05/04/2020,$123.70,5935879,$123.84,$124.40,$121.71,123.84,,
05/01/2020,$122.92,10381350,$121.48,$123.69,$120.78,121.48,,
04/30/2020,$121.55,13499260,$123.08,$123.4362,$121.04,123.08,,
04/29/2020,$123.60,14870660,$125.57,$125.76,$122.55,125.57,,
04/28/2020,$128.00,6910694,$128.28,$130.24,$127.70,128.28,,
04/27/2020,$128.30,5974605,$130.00,$130.3076,$128.17,130.00,,
04/24/2020,$129.44,5782761,$129.35,$129.89,$128.56,129.35,,
04/23/2020,$128.53,9613297,$129.85,$131.0895,$127.73,129.85,,
04/22/2020,$131.59,6485036,$130.00,$132.38,$128.90,130.00,,
04/21/2020,$129.21,9300239,$130.07,$131.03,$128.16,130.07,,
04/20/2020,$129.85,8133941,$132.39,$133.38,$129.76,132.39,,
04/17/2020,$132.12,10305090,$131.48,$132.97,$129.725,131.48,,
04/16/2020,$132.33,10627450,$129.00,$132.92,$128.25,129.00,,
04/15/2020,$128.76,7478431,$129.00,$129.88,$127.12,129.00,,
04/14/2020,$129.00,11366310,$127.10,$129.79,$126.0352,127.10,,
04/13/2020,$125.30,8064663,$121.27,$125.67,$121.17,121.27,,
04/09/2020,$121.80,10944400,$118.22,$122.87,$117.66,118.22,,
04/08/2020,$121.84,9292178,$123.69,$123.81,$120.59,123.69,,
04/07/2020,$121.99,13789910,$123.98,$126.49,$121.64,123.98,,
04/06/2020,$126.07,15922900,$119.06,$126.39,$118.94,119.06,,
04/03/2020,$119.48,9541663,$117.21,$119.91,$117.03,117.21,,
04/02/2020,$118.65,9838491,$113.18,$119.11,$112.335,113.18,,
04/01/2020,$114.14,9423171,$112.15,$115.53,$111.80,112.15,,
03/31/2020,$113.62,8757180,$114.31,$116.19,$112.64,114.31,,
03/30/2020,$115.19,9737540,$111.86,$115.80,$110.9372,111.86,,
03/27/2020,$109.58,12053450,$110.11,$112.28,$108.6007,110.11,,
03/26/2020,$109.82,19431320,$109.40,$110.87,$106.8466,109.40,,
03/25/2020,$109.40,17762500,$112.97,$114.00,$108.05,112.97,,
03/24/2020,$115.03,14235050,$115.87,$117.37,$111.31,115.87,,
03/23/2020,$114.28,13121960,$114.17,$117.54,$112.21,114.17,,
03/20/2020,$113.97,18474520,$119.50,$122.79,$111.89,119.50,,
03/19/2020,$119.45,19033480,$124.46,$127.00,$117.63,124.46,,
03/18/2020,$122.58,25785280,$115.00,$128.08,$114.50,115.00,,
03/17/2020,$119.26,17602030,$112.77,$119.27,$110.46,112.77,,
03/16/2020,$106.76,12251300,$105.20,$111.3292,$102.00,105.20,,
03/13/2020,$114.10,14320710,$108.24,$114.59,$103.88,108.24,,
03/12/2020,$104.05,18774450,$106.02,$111.49,$102.98,106.02,,
03/11/2020,$114.43,10543000,$117.51,$119.03,$112.80,117.51,,
03/10/2020,$119.79,12599060,$118.10,$120.68,$114.92,118.10,,
03/09/2020,$117.16,19747840,$113.82,$120.63,$112.73,113.82,,
03/06/2020,$117.23,9803711,$113.87,$117.91,$113.01,113.87,,
03/05/2020,$115.92,8546505,$114.40,$117.25,$113.91,114.40,,
03/04/2020,$116.77,8208422,$114.24,$116.84,$113.47,114.24,,
03/03/2020,$112.91,11113640,$116.08,$117.53,$112.34,116.08,,
03/02/2020,$115.88,17074240,$107.60,$116.3973,$107.29,107.60,,
02/28/2020,$107.68,17504080,$107.69,$108.52,$104.37,107.69,,
02/27/2020,$110.40,9492263,$112.56,$114.07,$110.35,112.56,,
02/26/2020,$113.78,6673710,$114.70,$115.17,$113.65,114.70,,
02/25/2020,$114.39,7764343,$116.35,$117.07,$114.05,116.35,,
02/24/2020,$116.32,6616038,$117.46,$118.46,$115.952,117.46,,
02/21/2020,$118.58,6242526,$117.44,$118.75,$117.31,117.44,,
02/20/2020,$117.69,5023327,$117.21,$118.11,$116.86,117.21,,
02/19/2020,$117.68,7187771,$119.50,$119.94,$117.68,119.50,,
02/18/2020,$119.63,11516120,$118.47,$119.95,$117.36,118.47,,
02/14/2020,$117.89,8130648,$117.67,$118.57,$117.155,117.67,,
02/13/2020,$117.44,5333187,$115.85,$117.535,$115.5809,115.85,,
02/12/2020,$115.85,4735551,$115.50,$116.42,$115.41,115.50,,
02/11/2020,$115.40,5797201,$115.43,$115.50,$114.44,115.43,,
02/10/2020,$115.25,6144868,$115.75,$116.98,$115.045,115.75,,
02/07/2020,$116.45,3689972,$116.11,$116.76,$115.76,116.11,,
02/06/2020,$116.31,5352922,$116.83,$117.23,$116.06,116.83,,
02/05/2020,$116.81,5682886,$115.60,$116.95,$114.85,115.60,,
02/04/2020,$115.27,5232222,$115.24,$116.24,$114.89,115.24,,
02/03/2020,$114.27,4351862,$114.90,$115.39,$114.10,114.90,,
01/31/2020,$114.49,7775787,$115.80,$116.2599,$113.90,115.80,,
01/30/2020,$116.58,4581592,$115.61,$116.72,$115.3314,115.61,,
01/29/2020,$115.89,3777667,$116.56,$117.12,$115.89,116.56,,
01/28/2020,$116.60,5270302,$115.98,$116.90,$115.9496,115.98,,
01/27/2020,$115.86,7018406,$113.19,$116.23,$112.68,113.19,,
01/24/2020,$114.37,4383428,$116.00,$116.03,$114.15,116.00,,
01/23/2020,$115.81,4305174,$116.21,$116.31,$115.04,116.21,,
01/22/2020,$116.10,4926385,$115.22,$116.53,$115.18,115.22,,
01/21/2020,$115.59,7353678,$114.59,$115.69,$114.5151,114.59,,
01/17/2020,$114.96,10045010,$116.05,$116.30,$114.64,116.05,,
01/16/2020,$115.90,5369430,$115.50,$115.93,$115.28,115.50,,
01/15/2020,$115.28,7454176,$114.63,$115.87,$114.52,114.63,,
01/14/2020,$116.18,6587321,$115.47,$116.2099,$115.13,115.47,,
01/13/2020,$115.88,6114098,$116.38,$116.55,$115.37,116.38,,
01/10/2020,$116.38,6055368,$117.24,$117.34,$115.98,117.24,,
01/09/2020,$117.36,5565632,$116.15,$117.37,$116.0806,116.15,,
01/08/2020,$116.16,5880483,$116.30,$116.73,$115.68,116.30,,
01/07/2020,$116.56,6870047,$117.26,$117.515,$116.20,117.26,,
01/06/2020,$117.65,6446545,$117.40,$118.09,$116.77,117.40,,
01/03/2020,$117.89,5401166,$118.27,$118.7886,$117.59,118.27,,
01/02/2020,$118.94,6659655,$118.86,$119.89,$118.7016,118.86,,
12/31/2019,$118.84,4915577,$119.50,$119.80,$118.19,119.50,,
12/30/2019,$119.40,2945913,$119.80,$119.81,$119.13,119.80,,
12/27/2019,$119.59,3545808,$119.94,$119.94,$119.245,119.94,,
12/26/2019,$119.52,4228073,$119.61,$119.85,$118.95,119.61,,
12/24/2019,$119.51,2227423,$119.13,$119.60,$119.01,119.13,,
12/23/2019,$119.03,4486275,$120.20,$120.69,$119.01,120.20,,
12/20/2019,$120.29,7954551,$121.48,$122.12,$120.02,121.48,,
12/19/2019,$120.08,4464307,$119.94,$120.505,$119.78,119.94,,
12/18/2019,$119.86,5104984,$121.51,$121.68,$119.84,121.51,,
12/17/2019,$121.28,4575934,$120.95,$121.70,$120.70,120.95,,
12/16/2019,$120.54,5352078,$120.42,$121.3498,$120.42,120.42,,
12/13/2019,$120.29,5366541,$119.16,$120.65,$119.02,119.16,,
12/12/2019,$119.76,4152110,$119.00,$120.11,$118.68,119.00,,
12/11/2019,$119.00,3506618,$119.40,$119.65,$118.53,119.40,,
12/10/2019,$119.14,4282658,$119.35,$119.56,$119.02,119.35,,
12/09/2019,$119.36,4835474,$119.57,$119.86,$119.1844,119.57,,
12/06/2019,$119.78,4342496,$119.08,$119.80,$118.92,119.08,,
12/05/2019,$118.66,4353107,$118.36,$118.775,$117.42,118.36,,
12/04/2019,$118.69,5557516,$119.12,$119.20,$118.304,119.12,,
12/03/2019,$118.67,6760709,$118.40,$118.96,$117.77,118.40,,
12/02/2019,$119.28,5679011,$119.15,$119.38,$117.84,119.15,,
11/29/2019,$119.09,3157316,$119.14,$119.97,$119.00,119.14,,
11/27/2019,$118.76,3440239,$119.39,$119.80,$118.73,119.39,,
11/26/2019,$119.19,6293379,$118.96,$119.30,$118.45,118.96,,
11/25/2019,$118.92,5884479,$120.00,$120.02,$117.90,120.00,,
11/22/2019,$119.36,3843518,$120.15,$120.30,$119.27,120.15,,
11/21/2019,$119.86,4302845,$118.83,$120.00,$118.67,118.83,,
11/20/2019,$119.13,5077756,$120.21,$120.48,$118.40,120.21,,
11/19/2019,$119.89,3716226,$120.11,$120.36,$119.71,120.11,,
11/18/2019,$120.25,6549633,$118.45,$120.867,$118.24,118.45,,
11/15/2019,$118.87,10146510,$120.68,$121.00,$118.38,120.68,,
11/14/2019,$120.65,22511350,$124.60,$125.38,$119.51,124.60,,
11/13/2019,$120.98,8046815,$119.16,$121.36,$118.66,119.16,,
11/12/2019,$119.12,5068798,$119.60,$120.00,$118.8096,119.60,,
11/11/2019,$119.04,4441143,$118.70,$119.63,$118.28,118.70,,
11/08/2019,$119.44,3833729,$120.31,$120.88,$118.94,120.31,,
11/07/2019,$120.23,4441357,$120.00,$120.92,$119.54,120.00,,
11/06/2019,$119.50,3614424,$118.83,$119.62,$118.71,118.83,,
11/05/2019,$118.86,4217099,$117.68,$119.14,$117.075,117.68,,
11/04/2019,$117.57,4646041,$118.40,$119.11,$117.17,118.40,,
11/01/2019,$117.62,3762604,$117.92,$117.97,$117.23,117.92,,
10/31/2019,$117.26,4881269,$117.93,$118.28,$116.83,117.93,,
10/30/2019,$118.10,2996204,$117.18,$118.37,$117.051,117.18,,
10/29/2019,$117.15,4791099,$118.50,$118.73,$117.08,118.50,,
10/28/2019,$119.22,3404563,$119.25,$119.70,$118.53,119.25,,
10/25/2019,$119.04,2564324,$119.00,$119.3254,$118.20,119.00,,
10/24/2019,$119.10,2922607,$119.15,$119.5675,$118.51,119.15,,
10/23/2019,$119.35,2868883,$119.17,$119.85,$118.69,119.17,,
10/22/2019,$119.58,2596516,$119.75,$120.17,$119.3887,119.75,,
10/21/2019,$119.74,3472513,$119.30,$119.83,$118.82,119.30,,
10/18/2019,$119.14,5592889,$120.45,$120.60,$119.13,120.45,,
10/17/2019,$119.84,3960770,$119.67,$120.25,$119.3581,119.67,,
10/16/2019,$119.42,4144275,$119.31,$120.109,$119.10,119.31,,
10/15/2019,$119.53,5385172,$119.33,$119.99,$118.87,119.33,,
10/14/2019,$119.17,4601527,$119.85,$120.46,$119.10,119.85,,
10/11/2019,$120.24,6149845,$119.92,$120.71,$118.72,119.92,,
10/10/2019,$119.61,4437797,$118.90,$119.88,$118.60,118.90,,
10/09/2019,$118.93,3934091,$118.18,$119.30,$118.02,118.18,,
10/08/2019,$117.58,5546435,$116.81,$118.67,$116.66,116.81,,
10/07/2019,$117.23,4753127,$118.10,$118.2999,$116.88,118.10,,
10/04/2019,$118.16,4869301,$116.40,$118.30,$116.19,116.40,,
10/03/2019,$116.31,5369464,$115.88,$116.80,$114.58,115.88,,
10/02/2019,$116.12,6008524,$117.40,$117.55,$115.61,117.40,,
10/01/2019,$117.85,3741361,$118.85,$119.11,$117.72,118.85,,
09/30/2019,$118.68,3603913,$118.67,$119.44,$118.56,118.67,,
09/27/2019,$118.45,3435556,$119.21,$119.23,$117.75,119.21,,
09/26/2019,$118.30,3991411,$118.80,$119.55,$118.19,118.80,,
09/25/2019,$118.47,5339787,$118.47,$118.72,$117.81,118.47,,
09/24/2019,$118.40,7708211,$118.25,$119.86,$118.01,118.25,,
09/23/2019,$117.62,5906283,$116.61,$118.41,$116.56,116.61,,
09/20/2019,$116.98,11587660,$117.35,$117.6407,$116.80,117.35,,
09/19/2019,$117.11,3395818,$117.40,$117.81,$116.77,117.40,,
09/18/2019,$117.16,4115747,$116.91,$117.23,$116.18,116.91,,
09/17/2019,$116.51,4776947,$115.32,$116.6884,$115.2504,115.32,,
09/16/2019,$115.57,6090303,$116.54,$117.17,$115.38,116.54,,
09/13/2019,$117.43,5638635,$117.16,$118.19,$116.9501,117.16,,
09/12/2019,$116.92,4474310,$116.65,$117.07,$115.90,116.65,,
09/11/2019,$116.02,5284123,$116.00,$116.70,$115.22,116.00,,
09/10/2019,$116.05,4857420,$115.99,$116.96,$115.48,115.99,,
09/09/2019,$116.33,5974008,$114.50,$116.61,$114.40,114.50,,
09/06/2019,$114.73,4346396,$115.44,$115.75,$114.62,115.44,,
09/05/2019,$115.44,5827284,$117.67,$117.96,$115.27,117.67,,
09/04/2019,$115.91,5797254,$115.69,$115.96,$114.82,115.69,,
09/03/2019,$114.64,5942658,$113.68,$115.31,$113.49,113.68,,
08/30/2019,$114.26,5706122,$115.00,$115.38,$113.90,115.00,,
08/29/2019,$114.08,5270499,$114.20,$114.59,$113.31,114.20,,
08/28/2019,$112.72,5377063,$112.28,$113.08,$111.68,112.28,,
08/27/2019,$112.42,5733829,$112.42,$112.81,$111.51,112.42,,
08/26/2019,$111.99,5936746,$111.56,$112.265,$111.22,111.56,,
08/23/2019,$110.83,6237251,$111.62,$111.91,$110.13,111.62,,
08/22/2019,$111.91,5995487,$112.20,$112.79,$111.35,112.20,,
08/21/2019,$112.02,8157465,$113.98,$114.0689,$111.88,113.98,,
08/20/2019,$112.05,6114121,$113.86,$114.04,$112.01,113.86,,
08/19/2019,$113.81,7178463,$114.35,$114.78,$113.60,114.35,,
08/16/2019,$112.99,10965210,$114.08,$114.93,$112.06,114.08,,
08/15/2019,$112.69,19812890,$112.53,$113.64,$110.16,112.53,,
08/14/2019,$106.20,9312818,$105.48,$108.06,$105.14,105.48,,
08/13/2019,$107.41,6722818,$105.25,$108.11,$104.85,105.25,,
08/12/2019,$105.12,5868475,$106.72,$106.84,$104.84,106.72,,
08/09/2019,$107.28,4193498,$108.06,$108.46,$106.71,108.06,,
08/08/2019,$108.52,4374774,$108.01,$108.84,$107.77,108.01,,
08/07/2019,$108.20,7278480,$107.02,$108.64,$105.92,107.02,,
08/06/2019,$107.27,7016428,$106.19,$107.84,$105.59,106.19,,
08/05/2019,$105.82,7569972,$108.00,$108.00,$105.59,108.00,,
08/02/2019,$109.40,5656709,$109.74,$110.1359,$108.15,109.74,,
08/01/2019,$109.38,7454967,$110.32,$112.167,$109.32,110.32,,
07/31/2019,$110.38,6211277,$111.91,$112.34,$109.63,111.91,,
07/30/2019,$112.06,3035196,$112.06,$112.40,$111.67,112.06,,
07/29/2019,$112.27,3746595,$112.84,$112.98,$111.76,112.84,,
07/26/2019,$113.02,4729045,$112.12,$113.335,$111.82,112.12,,
07/25/2019,$112.22,3851542,$112.18,$112.39,$111.66,112.18,,
07/24/2019,$112.00,4177442,$112.03,$112.79,$111.57,112.03,,
07/23/2019,$112.09,5754296,$113.12,$113.20,$111.565,113.12,,
07/22/2019,$112.82,4520824,$114.10,$114.34,$112.32,114.10,,
07/19/2019,$113.90,3796494,$115.00,$115.31,$113.86,115.00,,
07/18/2019,$114.72,3224798,$114.35,$114.775,$113.7403,114.35,,
07/17/2019,$114.60,2688694,$114.81,$115.17,$114.20,114.81,,
07/16/2019,$114.76,3488164,$115.33,$115.49,$114.0407,115.33,,
07/15/2019,$114.98,3346076,$114.67,$115.08,$114.45,114.67,,
07/12/2019,$114.60,3743332,$114.09,$114.77,$113.62,114.09,,
07/11/2019,$113.92,3896569,$113.34,$113.94,$113.02,113.34,,
07/10/2019,$112.98,4579025,$113.12,$113.61,$112.385,113.12,,
07/09/2019,$112.88,5423699,$112.89,$113.38,$112.60,112.89,,
07/08/2019,$112.72,4715658,$111.92,$112.93,$111.70,111.92,,
07/05/2019,$111.98,3579417,$112.00,$112.24,$111.21,112.00,,
07/03/2019,$112.32,3207310,$111.18,$112.40,$111.00,111.18,,
07/02/2019,$111.60,4063209,$110.83,$111.61,$110.34,110.83,,
07/01/2019,$110.62,5516083,$111.30,$111.97,$110.02,111.30,,
06/28/2019,$110.49,6507024,$110.55,$111.505,$110.24,110.55,,
06/27/2019,$110.10,5481310,$110.06,$110.51,$108.8606,110.06,,
06/26/2019,$110.16,4161701,$110.85,$111.075,$110.10,110.85,,
06/25/2019,$110.72,6105388,$110.88,$111.429,$110.40,110.88,,
06/24/2019,$111.24,6032837,$111.49,$112.22,$111.03,111.49,,
06/21/2019,$111.13,13178580,$110.34,$112.19,$110.26,110.34,,
06/20/2019,$110.32,5001543,$109.82,$110.49,$109.28,109.82,,
06/19/2019,$109.62,3924806,$109.80,$109.84,$108.87,109.80,,
06/18/2019,$109.65,4911166,$109.80,$109.96,$108.91,109.80,,
06/17/2019,$109.16,4146996,$109.12,$109.55,$108.26,109.12,,
06/14/2019,$109.07,4525883,$108.78,$109.5863,$108.46,108.78,,
06/13/2019,$108.65,5484968,$109.00,$109.58,$108.17,109.00,,
06/12/2019,$108.82,4635075,$107.92,$108.91,$107.92,107.92,,
06/11/2019,$107.94,6747261,$108.00,$108.97,$107.75,108.00,,
06/10/2019,$107.52,6325652,$106.48,$107.78,$106.37,106.48,,
06/07/2019,$106.06,6809377,$105.23,$106.36,$105.05,105.23,,
06/06/2019,$105.11,8063725,$104.49,$105.66,$104.20,104.49,,
06/05/2019,$104.42,6902878,$102.75,$104.78,$102.60,102.75,,
06/04/2019,$102.56,5965007,$102.61,$102.65,$101.44,102.61,,
06/03/2019,$101.96,6614830,$101.63,$102.68,$101.40,101.63,,
05/31/2019,$101.44,5927484,$101.35,$102.02,$100.6002,101.35,,
05/30/2019,$102.19,5019643,$102.49,$103.49,$101.91,102.49,,
05/29/2019,$102.12,6520229,$102.11,$102.875,$101.47,102.11,,
05/28/2019,$102.42,10271860,$102.56,$103.57,$102.40,102.56,,
05/24/2019,$102.67,4483167,$102.18,$102.885,$102.08,102.18,,
05/23/2019,$101.86,6454609,$101.82,$101.93,$100.9265,101.82,,
05/22/2019,$102.23,7340875,$101.60,$102.43,$101.06,101.60,,
05/21/2019,$101.12,6889096,$101.51,$101.65,$100.40,101.51,,
05/20/2019,$101.52,7194445,$100.39,$101.98,$100.25,100.39,,
05/17/2019,$100.86,12371290,$100.24,$101.95,$99.91,100.24,,
05/16/2019,$101.31,17121980,$102.83,$103.96,$100.84,102.83,,
05/15/2019,$99.88,6740332,$100.20,$100.36,$99.13,100.20,,
05/14/2019,$100.29,6353696,$100.14,$100.865,$99.89,100.14,,
05/13/2019,$99.89,7361545,$100.45,$101.15,$99.01,100.45,,
05/10/2019,$101.91,8742694,$99.76,$102.11,$99.70,99.76,,
05/09/2019,$99.54,6240201,$99.27,$99.94,$98.85,99.27,,
05/08/2019,$100.30,5882016,$100.25,$101.035,$99.86,100.25,,
05/07/2019,$101.30,4575570,$101.80,$102.17,$100.7555,101.80,,
05/06/2019,$102.46,4613670,$100.75,$102.55,$100.54,100.75,,
05/03/2019,$102.08,5317261,$102.32,$102.75,$101.80,102.32,,
05/02/2019,$101.15,5006973,$101.43,$102.06,$100.2351,101.43,,
05/01/2019,$101.36,5337207,$102.77,$102.81,$101.28,102.77,,
04/30/2019,$102.84,6133623,$101.77,$102.92,$101.45,101.77,,
04/29/2019,$101.56,6378701,$101.88,$102.00,$100.78,101.88,,
04/26/2019,$101.53,8107390,$100.45,$102.34,$99.66,100.45,,
04/25/2019,$103.52,3949259,$103.24,$104.145,$102.83,103.24,,
04/24/2019,$103.53,4696574,$103.14,$103.85,$103.09,103.14,,
04/23/2019,$103.07,5041302,$102.53,$103.29,$101.941,102.53,,
04/22/2019,$102.37,5079392,$102.78,$103.54,$102.17,102.78,,
04/18/2019,$103.18,3727801,$103.11,$103.80,$102.89,103.11,,
04/17/2019,$103.16,3729181,$103.00,$103.40,$102.4064,103.00,,
04/16/2019,$102.93,4827316,$102.89,$103.39,$102.54,102.89,,
04/15/2019,$102.43,5111777,$101.30,$102.91,$101.26,101.30,,
04/12/2019,$101.56,5160540,$101.00,$102.02,$101.00,101.00,,
04/11/2019,$100.80,5606075,$99.70,$100.83,$99.47,99.70,,
04/10/2019,$99.60,3872575,$98.51,$99.72,$98.50,98.51,,
04/09/2019,$98.69,4364761,$98.80,$99.23,$98.15,98.80,,
04/08/2019,$99.23,5421832,$98.45,$99.25,$98.26,98.45,,
04/05/2019,$98.83,4655041,$98.25,$99.20,$98.16,98.25,,
04/04/2019,$98.11,4025495,$97.25,$98.28,$97.24,97.25,,
04/03/2019,$97.19,5613857,$97.12,$97.40,$96.79,97.12,,
04/02/2019,$96.94,6272460,$97.76,$98.31,$96.90,97.76,,
04/01/2019,$97.82,8298017,$97.97,$98.36,$97.56,97.97,,
03/29/2019,$97.53,7439291,$97.59,$97.67,$97.04,97.59,,
03/28/2019,$97.13,7659115,$97.59,$97.87,$96.53,97.59,,
03/27/2019,$97.21,8417675,$98.14,$98.86,$96.96,98.14,,
03/26/2019,$98.32,4945864,$98.36,$98.85,$98.03,98.36,,
03/25/2019,$98.17,5354456,$97.80,$98.62,$97.63,97.80,,
03/22/2019,$98.28,6592107,$98.58,$99.53,$97.94,98.58,,
03/21/2019,$99.06,6543074,$98.25,$99.13,$98.10,98.25,,
03/20/2019,$98.64,6189275,$99.20,$99.55,$98.54,99.20,,
03/19/2019,$99.85,5375443,$99.99,$100.49,$99.57,99.99,,
03/18/2019,$99.66,5637647,$98.30,$99.77,$98.26,98.30,,
03/15/2019,$98.42,14599990,$98.28,$98.5103,$97.60,98.28,,
03/14/2019,$98.22,4925791,$98.41,$98.43,$97.59,98.41,,
03/13/2019,$99.03,5455072,$98.70,$99.35,$98.39,98.70,,
03/12/2019,$98.37,5070544,$98.53,$98.74,$98.05,98.53,,
03/11/2019,$98.48,5344505,$98.04,$98.58,$97.82,98.04,,
03/08/2019,$97.59,5658967,$97.55,$98.42,$97.00,97.55,,
03/07/2019,$97.45,6015224,$97.71,$98.20,$97.235,97.71,,
03/06/2019,$98.26,4696570,$98.27,$99.00,$97.86,98.27,,
03/05/2019,$98.34,5988401,$98.13,$99.19,$98.0908,98.13,,
03/04/2019,$97.85,7676015,$98.12,$98.59,$97.37,98.12,,
03/01/2019,$97.93,10305760,$99.47,$99.56,$97.12,99.47,,
02/28/2019,$98.99,11298690,$98.11,$99.47,$97.77,98.11,,
02/27/2019,$98.11,7901312,$98.12,$98.39,$97.59,98.12,,
02/26/2019,$98.69,8465493,$99.02,$99.06,$97.87,99.02,,
02/25/2019,$99.12,9231322,$100.12,$100.13,$99.05,100.12,,
02/22/2019,$99.55,8084487,$99.82,$100.16,$99.14,99.82,,
02/21/2019,$99.39,6374205,$99.66,$99.921,$98.91,99.66,,
02/20/2019,$99.88,17296880,$101.81,$102.3399,$98.65,101.81,,
02/19/2019,$102.20,20680440,$102.38,$104.18,$102.07,102.38,,
02/15/2019,$99.99,9469995,$98.98,$100.00,$98.855,98.98,,
02/14/2019,$98.52,7195991,$97.68,$99.20,$97.02,97.68,,
02/13/2019,$97.94,5405438,$97.30,$98.00,$97.09,97.30,,
02/12/2019,$96.97,5595951,$96.82,$97.17,$96.50,96.82,,
02/11/2019,$96.20,5391343,$95.65,$96.35,$95.64,95.65,,
02/08/2019,$95.58,5154483,$96.34,$96.69,$95.14,96.34,,
02/07/2019,$96.73,7009881,$95.11,$96.82,$95.00,95.11,,
02/06/2019,$95.64,4263653,$95.43,$96.01,$95.22,95.43,,
02/05/2019,$95.60,5939171,$95.25,$95.94,$95.02,95.25,,
02/04/2019,$94.77,7252106,$93.86,$94.77,$93.35,93.86,,
02/01/2019,$93.86,12487520,$95.92,$96.00,$93.11,95.92,,
01/31/2019,$95.83,14665020,$94.63,$96.87,$94.63,94.63,,
01/30/2019,$94.80,11811770,$96.68,$96.80,$94.26,96.68,,
01/29/2019,$96.71,5153089,$96.77,$97.1585,$96.51,96.77,,
01/28/2019,$97.06,5789819,$96.53,$97.07,$96.08,96.53,,
01/25/2019,$96.94,7218200,$98.75,$98.91,$96.75,98.75,,
01/24/2019,$98.36,7607015,$98.20,$98.46,$96.43,98.20,,
01/23/2019,$98.71,8118238,$98.87,$99.35,$97.53,98.87,,
01/22/2019,$97.49,7539404,$97.15,$98.43,$96.78,97.15,,
01/18/2019,$97.73,6089331,$96.95,$98.199,$96.85,96.95,,
01/17/2019,$96.74,4844725,$96.32,$97.21,$96.16,96.32,,
01/16/2019,$96.35,5335415,$95.93,$96.86,$95.825,95.93,,
01/15/2019,$96.25,6906322,$95.47,$96.60,$95.38,95.47,,
01/14/2019,$94.95,7038681,$94.48,$95.45,$94.28,94.48,,
01/11/2019,$94.84,5284055,$94.99,$95.29,$94.55,94.99,,
01/10/2019,$94.96,9202829,$93.88,$94.98,$93.1201,93.88,,
01/09/2019,$94.89,6260271,$95.71,$96.14,$94.77,95.71,,
01/08/2019,$95.20,7155038,$95.06,$95.755,$93.91,95.06,,
01/07/2019,$94.54,7633261,$93.62,$95.17,$93.18,93.62,,
01/04/2019,$93.44,7917586,$93.21,$93.66,$92.69,93.21,,
01/03/2019,$92.86,8320025,$93.21,$94.71,$92.70,93.21,,
01/02/2019,$93.34,8148594,$91.64,$93.65,$91.64,91.64,,
12/31/2018,$93.15,7005838,$92.67,$93.39,$92.25,92.67,,
12/28/2018,$92.13,9872995,$92.07,$93.47,$91.645,92.07,,
12/27/2018,$91.59,9404904,$89.75,$91.61,$88.44,89.75,,
12/26/2018,$90.41,9797021,$86.42,$90.42,$86.30,86.42,,
12/24/2018,$85.82,6110310,$86.54,$87.565,$85.78,86.54,,
12/21/2018,$87.13,14919310,$86.87,$89.47,$86.80,86.87,,
12/20/2018,$87.28,16120090,$90.11,$90.11,$86.14,90.11,,
12/19/2018,$90.55,12231070,$91.29,$93.00,$90.25,91.29,,
12/18/2018,$91.08,9594248,$90.80,$91.26,$90.28,90.80,,
12/17/2018,$90.77,8987669,$91.22,$92.01,$90.16,91.22,,
12/14/2018,$91.85,11493500,$92.05,$92.56,$91.57,92.05,,
12/13/2018,$92.96,7568602,$93.25,$93.6765,$92.43,93.25,,
12/12/2018,$93.11,9638443,$94.30,$94.30,$93.06,94.30,,
12/11/2018,$93.85,6438814,$94.25,$94.49,$93.25,94.25,,
12/10/2018,$93.94,6997360,$93.56,$94.25,$92.34,93.56,,
12/07/2018,$93.19,8494071,$94.50,$95.13,$92.45,94.50,,
12/06/2018,$94.77,10314680,$94.94,$95.41,$93.10,94.94,,
12/04/2018,$95.81,10361560,$98.25,$98.96,$95.61,98.25,,
12/03/2018,$98.75,9081244,$98.02,$99.59,$97.67,98.02,,
11/30/2018,$97.65,10663000,$97.40,$98.4299,$97.07,97.40,,
11/29/2018,$97.29,6177168,$97.02,$97.83,$96.74,97.02,,
