,Open,High,Low,Close,Volume,TradingDate
419,14350.0,14500.0,14000.0,14150.0,8499403,2023-02-09
420,14150.0,14200.0,13700.0,13750.0,10986366,2023-02-10
421,12800.0,13200.0,12800.0,12800.0,19958432,2023-02-13
422,11950.0,12300.0,11950.0,11950.0,10418492,2023-02-14
423,11150.0,11850.0,11150.0,11150.0,51776963,2023-02-15
424,11500.0,11500.0,11250.0,11500.0,13057226,2023-02-16
425,11600.0,12250.0,11200.0,11650.0,23511496,2023-02-17
426,11850.0,12450.0,11800.0,12450.0,24439905,2023-02-20
427,12950.0,13300.0,12750.0,12850.0,27967749,2023-02-21
428,12300.0,12550.0,12000.0,12000.0,27152883,2023-02-22
429,11800.0,11900.0,11200.0,11800.0,16258568,2023-02-23
430,11950.0,12100.0,11400.0,11400.0,10371095,2023-02-24
431,11600.0,11600.0,10750.0,10750.0,14181989,2023-02-27
432,10900.0,11000.0,10600.0,10600.0,7142195,2023-02-28
433,10550.0,10600.0,10050.0,10250.0,10143104,2023-03-01
434,10250.0,10650.0,10250.0,10350.0,7213912,2023-03-02
435,10600.0,10600.0,10150.0,10350.0,7122034,2023-03-03
436,11050.0,11050.0,11000.0,11050.0,13573543,2023-03-06
437,11400.0,11550.0,10800.0,10850.0,15781579,2023-03-07
438,10750.0,11150.0,10550.0,11050.0,14534295,2023-03-08
439,11150.0,11200.0,10850.0,10950.0,7487392,2023-03-09
440,10800.0,10900.0,10600.0,10650.0,7734639,2023-03-10
441,10650.0,11200.0,10600.0,11000.0,14772281,2023-03-13
442,11000.0,11150.0,10650.0,10700.0,10237014,2023-03-14
443,11000.0,11350.0,10900.0,11350.0,15168630,2023-03-15
444,11100.0,11350.0,11050.0,11150.0,9370678,2023-03-16
445,11350.0,11500.0,11150.0,11500.0,18244961,2023-03-17
446,11450.0,11500.0,11050.0,11100.0,9863532,2023-03-20
447,11250.0,11250.0,10900.0,11050.0,7859286,2023-03-21
448,11250.0,11250.0,11050.0,11100.0,5711207,2023-03-22
449,11000.0,11150.0,10900.0,11150.0,3532907,2023-03-23
450,11200.0,11900.0,11100.0,11900.0,30514167,2023-03-24
451,12300.0,12700.0,12100.0,12700.0,24342297,2023-03-27
452,12950.0,13300.0,12600.0,12600.0,30747811,2023-03-28
453,12450.0,12750.0,12400.0,12550.0,10743822,2023-03-29
454,12750.0,13150.0,12600.0,12800.0,21988188,2023-03-30
455,12950.0,12950.0,12650.0,12700.0,9313863,2023-03-31
456,12900.0,13250.0,12700.0,12850.0,32854789,2023-04-03
457,12900.0,12900.0,12650.0,12750.0,16614888,2023-04-04
458,12800.0,13300.0,12750.0,12850.0,30631443,2023-04-05
459,13250.0,13700.0,13050.0,13250.0,47119952,2023-04-06
460,13400.0,13500.0,13100.0,13400.0,18841432,2023-04-07
461,13650.0,13900.0,13250.0,13300.0,23847297,2023-04-10
462,13150.0,14200.0,12650.0,14200.0,63476824,2023-04-11
463,14800.0,15150.0,14500.0,15050.0,51462224,2023-04-12
464,15050.0,15050.0,14300.0,14500.0,32763296,2023-04-13
465,14550.0,14950.0,14150.0,14200.0,33870851,2023-04-14
466,14450.0,14800.0,14300.0,14800.0,16815081,2023-04-17
467,14900.0,15200.0,14350.0,14850.0,26453210,2023-04-18
468,15000.0,15350.0,14550.0,14550.0,33911042,2023-04-19
469,14550.0,14600.0,14300.0,14400.0,11355528,2023-04-20
470,14400.0,14450.0,13550.0,13600.0,31623492,2023-04-21
471,13700.0,14150.0,13200.0,14050.0,22013549,2023-04-24
472,14300.0,14350.0,13700.0,13750.0,13987725,2023-04-25
473,13700.0,14000.0,13500.0,13950.0,11140943,2023-04-26
474,13950.0,14400.0,13800.0,14100.0,23423349,2023-04-27
475,14400.0,14600.0,14150.0,14300.0,19527582,2023-04-28
476,13850.0,14000.0,13500.0,13550.0,28432898,2023-05-04
477,13500.0,13550.0,13150.0,13550.0,19531812,2023-05-05
478,13500.0,13500.0,12950.0,12950.0,38221663,2023-05-08
479,13000.0,13250.0,12950.0,13000.0,15192922,2023-05-09
480,13150.0,13500.0,13100.0,13300.0,13978618,2023-05-10
481,13450.0,13950.0,13450.0,13800.0,20594602,2023-05-11
482,13900.0,13950.0,13700.0,13700.0,18548332,2023-05-12
483,14000.0,14100.0,13500.0,13500.0,17136452,2023-05-15
484,13550.0,13700.0,13400.0,13650.0,10893328,2023-05-16
485,13650.0,13700.0,13300.0,13300.0,12975651,2023-05-17
486,13350.0,13450.0,13200.0,13300.0,8715906,2023-05-18
487,13300.0,13350.0,13050.0,13200.0,12116839,2023-05-19
488,13400.0,13550.0,13250.0,13350.0,12204070,2023-05-22
489,13350.0,13450.0,13100.0,13200.0,15473646,2023-05-23
490,13350.0,13650.0,13250.0,13250.0,18893331,2023-05-24
491,13250.0,13350.0,13150.0,13200.0,8576641,2023-05-25
492,13200.0,13250.0,12750.0,12950.0,20148796,2023-05-26
493,13000.0,13250.0,12950.0,13050.0,14157341,2023-05-29
494,13200.0,13600.0,13150.0,13350.0,28170856,2023-05-30
495,13500.0,13800.0,13400.0,13500.0,32026940,2023-05-31
496,13550.0,13950.0,13500.0,13900.0,30653621,2023-06-01
497,14100.0,14200.0,13750.0,13850.0,24195287,2023-06-02
